ext_gene,value
CG11906,2090
CG11911,771
CG11912,699
CG11920,813
CG11927,1535
CG11929,2832.734998
CG11961,2747.8956
CG11964,1686
CG11966,4230
CG11970,5224.919008
CG11975,1270.758121
CG11977,658
CG11980,989.8972738
CG11982,1376
CG11983,1479.113773
CG11984,2279.654697
CG11985,171
CG11986,1063
CG11997,1326
CG11999,705
CG12003,1608
CG12004,2168.921607
CG12006,2031.045501
CG12007,1654
CG12009,3040.318015
CG12010,2056
CG12011,1525
CG12012,716.3280588
CG12014,1437
CG12016,1868.502331
CG12017,2248.006802
CG12018,1188
CG12020,1043
CG12024,1592.214193
CG12025,1647.589971
CG12034,1485
CG12035,1059
CG12038,1257
CG12050,3272
CG12054,3420.917812
CG12056,753
CG12057,627.4387257
CG12061,1158.62356
CG12065,2477.252895
CG12069,1132.526025
CG12071,2356.258337
CG12075,3963.424961
CG12078,736
CG1208,1992.470068
CG12081,1755.342839
CG12084,3161.316647
CG12091,1669.295098
CG12093,1097
CG12096,1684.085347
CG12099,2735.524074
CG12104,1125.092901
CG12105,3642.163719
CG12106,1173
CG12107,583
CG12111,432
CG12112,917.5595925
CG12115,670
CG12116,1371
CG12118,1065.561936
CG12121,2755
CG12123,845
CG12125,2630.682342
CG12126,406
CG12128,1622.129022
CG12129,1040
CG1213,1596.713687
CG12133,895
CG12134,1328.267224
CG12147,1690
CG12155,2489
CG12158,80.003
CG12159,678.7004111
CG12163,1683.188609
CG12164,1220.619505
CG12170,1225
CG12171,815
CG12173,668
CG12177,1184.866185
CG12179,4214.581114
CG1218,1306
CG12182,2304.67221
CG12184,2677
CG12194,2041.012143
CG12200,794
CG12204,911
CG12206,2277.585115
CG12207,1907.106736
CG12209,1069
CG12213,2061.598055
CG12219,1819
CG12224,1298.574832
CG12229,1761
CG12231,512
CG12236,2601.988333
CG12237,1480
CG12239,2144
CG12241,2787
CG12253,1041
CG12256,736
CG12259,1047
CG12262,1262
CG12263,3395
CG12264,1334
CG12267,1437.807849
CG12268,1594.831038
CG12269,265.7890238
CG1227,1010.947892
CG12278,639
CG12279,402
CG12288,1363
CG12289,1196
CG12290,4251.983881
CG12299,3111
CG12301,2316
CG12307,481
CG12309,1804
CG1231,1044
CG12310,345
CG12316,3878.90952
CG12320,1249.296395
CG12321,704
CG12325,3047.491149
CG1233,3825.317877
CG12333,1968
CG12338,958.8504185
CG1234,2373
CG12341,901
CG12343,774
CG12344,2526.198817
CG12347,652
CG12355,627.770989
CG1236,991
CG12362,1698
CG12374,1265
CG12375,966
CG12376,1493
CG12379,419
CG12384,413
CG1239,852.7222468
CG12391,2179
CG12393,1173.402043
CG12395,798
CG12398,1780
CG12402,3277
CG12404,1008
CG12413,2056
CG12420,656
CG12426,450
CG12428,2157.70717
CG12438,726
CG12439,634.5
CG12446,2445
CG12448,1094
CG1246,1490.493393
CG12464,307
CG12470,856
CG12477,1126
CG12479,229
CG12480,1653
CG12481,390
CG12483,409
CG12484,4130.312705
CG12490,1448
CG12491,381
CG12493,970.2500517
CG12496,1338
CG12498,767
CG12499,6185
CG12502,3114.410816
CG12506,272
CG12507,897
CG12511,498.3333333
CG12512,1855
CG12516,776
CG12517,357
CG12519,371.7686405
CG12520,1214.067817
CG12521,222
CG12522,299
CG12523,713
CG12531,6563.113326
CG12535,1484.980618
CG12538,386
CG12539,1886
CG12540,573
CG12541,2256.39492
CG12546,290
CG12547,2132.749734
CG12560,777.0655016
CG12567,1906.588175
CG12576,2218.64901
CG12581,3391.173737
CG12589,735
CG12590,1091
CG12592,2208
CG12594,3174.124792
CG12605,5244.041839
CG12607,802
CG12608,1417
CG12609,1684
CG12617,510.6666667
CG12620,985
CG12637,835
CG12640,149
CG12643,832
CG12645,896.0000038
CG1265,629
CG12655,412
CG12659,697
CG12661,601
CG12662,358
CG12672,1511
CG12674,1018.5
CG12679,560
CG12680,673.5
CG12681,1395
CG12682,661
CG12684,688
CG12688,1290
CG12689,570
CG12691,374
CG12692,1712
CG12693,1444
CG12698,1707
CG12699,567
CG12702,2706.663659
CG12708,1395.005682
CG1271,1644.691155
CG12713,1152
CG12715,1834
CG12716,1160
CG12717,2600.971441
CG12721,612
CG12723,1914
CG12725,826
CG12728,2037.457501
CG12729,628
CG1273,3988
CG12730,1151.667824
CG12736,1512
CG12744,716.7295812
CG12746,1255.932847
CG1275,1248.10976
CG12766,876
CG12768,1673.492784
CG12769,4493.221566
CG12772,3035.625488
CG12773,3515.747483
CG12780,233
CG12782,1020
CG12783,1472.000658
CG12784,238
CG12788,1438.083642
CG12795,873
CG12796,1019
CG12811,803
CG12814,2297.804562
CG12817,861
CG12818,802
CG12822,1272.239138
CG12824,416.5821545
CG12825,386
CG12826,518
CG12828,249
CG12831,2644.321279
CG12836,505
CG12848,271.2939164
CG12849,320
CG12851,6251
CG12853,130
CG12857,1372.000291
CG12858,4081.966675
CG12860,978
CG12861,912
CG12862,125
CG12863,1218
CG12866,2611
CG12868,489
CG12869,2739.838157
CG1287,1227
CG12877,3051
CG1288,703
CG12880,1695
CG12883,777
CG12885,2816.085251
CG12895,432.1897666
CG12896,649
CG12898,272
CG12902,635.1119231
CG12909,832
CG1291,1278
CG12910,1696.160762
CG12911,1399.876671
CG12912,1821.493298
CG12913,1885.374072
CG12914,1039.000012
CG12917,1291
CG12920,1108
CG12923,1506.060989
CG12926,1148
CG12929,301.8908263
CG12934,659
CG12935,734.5031098
CG12942,2282
CG12945,1902.54059
CG12947,1496
CG12948,1121.557636
CG12950,3962.418513
CG12951,658
CG12963,646.4504095
CG12964,3658
CG12970,938
CG12971,695.3774146
CG12974,1461.797595
CG12975,428
CG12983,3172
CG12984,461.3691804
CG12985,1158
CG12986,332
CG1299,1734.186253
CG12990,2131
CG12991,2307.635667
CG12992,1213.488197
CG12994,966
CG12995,431
CG12998,484.2033324
CG13000,309
CG13001,1587
CG13002,440
CG13003,4993.901689
CG13004,1810.769832
CG13005,1828
CG13008,2797
CG13010,482
CG13012,706.8059259
CG13014,859
CG13016,1276
CG13018,180
CG13021,401.4622972
CG13022,424
CG13023,1593
CG13024,1338.104045
CG13025,2305.144716
CG13026,524.317392
CG13028,544
CG13029,467.5555689
CG13031,261
CG13032,1988
CG13033,629
CG13038,310
CG13039,507
CG1304,694
CG13040,840
CG13041,314
CG13042,372
CG13043,447
CG13044,425
CG13045,983
CG13046,582
CG13047,440
CG13048,703.5
CG13049,537
CG13050,495
CG13051,189
CG13053,261.3319132
CG13054,1141
CG13055,2028.562311
CG13056,203
CG13058,407
CG13059,373
CG13060,340
CG13062,602
CG13063,345
CG13064,195
CG13065,478
CG13066,302
CG13067,365
CG13068,251
CG13069,221
CG1307,770.1466843
CG13070,369
CG13071,235
CG13073,1301
CG13074,1334
CG13075,950
CG13077,677.3056878
CG13078,711
CG13081,504
CG13082,1117
CG13083,946
CG13084,1345
CG13085,852.4845076
CG13086,437.7967012
CG13088,1255
CG1309,1660
CG13090,1380.252301
CG13091,1541.657684
CG13096,2101.139978
CG13097,2323
CG13101,1290.009152
CG13102,417.8927094
CG13108,822
CG1311,2287.999906
CG13110,328
CG13113,506
CG13114,1331
CG13116,785.7312833
CG13117,521.1347255
CG13123,867.093247
CG13124,2783.352545
CG13126,1696.250199
CG13127,2424
CG13131,3931
CG13133,983
CG13135,377
CG13137,1190
CG13138,1664.545975
CG1314,1210
CG13144,1356
CG13148,1157.529408
CG1315,1223.710004
CG13151,1711
CG13154,719
CG13155,552
CG13157,1705
CG13159,194
CG1316,2023
CG13160,2534.607946
CG13163,1125.560588
CG13164,2718.104455
CG13168,1325.737081
CG1317,3637.480819
CG13170,216
CG13171,187
CG13175,2046
CG13177,448.6214476
CG13185,16789
CG13186,583
CG13192,1144
CG13193,371
CG13196,1834
CG13197,1179.993509
CG13198,344
CG13202,227
CG13203,1618.335467
CG13204,1842.428244
CG13215,422
CG13216,689
CG13217,285
CG13218,324
CG13220,536.230849
CG13223,1570
CG13226,754
CG13227,305
CG13228,272
CG13229,2054.316156
CG13230,119
CG13231,508
CG13239,505
CG1324,955
CG13243,1222
CG13244,412
CG13245,383.9450911
CG13247,1106
CG13248,2657
CG13250,335.1996403
CG13251,3214
CG13252,2333
CG13255,746.0205722
CG13258,587
CG13272,3052
CG13280,1407.801807
CG13282,1517.38513
CG13283,1924
CG13284,1159.248032
CG13285,684.1435032
CG13287,1588
CG13288,1193
CG13293,3924.932046
CG13295,1439
CG13296,1229
CG13297,396
CG13298,721
CG13299,295
CG13300,4104
CG13305,1046.420687
CG13306,332
CG13308,503
CG13309,601
CG13310,1181
CG13311,369
CG13312,862
CG13313,1195
CG13314,394
CG13315,340.8871175
CG13318,1072
CG13319,488.5161189
CG13321,948.6693517
CG13322,1898.954009
CG13323,351.9697395
CG13324,312
CG13325,2237.538145
CG13326,2579
CG13330,1930
CG13331,1213
CG13332,873
CG13334,1362
CG13337,1994
CG13339,463
CG13344,1800.465362
CG13358,1228
CG13359,1603
CG13360,1404
CG13361,1366
CG13362,1487
CG13364,188
CG13365,300
CG13366,4141.227177
CG13367,1351
CG13369,976
CG13373,612.8626247
CG13375,2916.899799
CG13376,673.4591024
CG13377,1306.852795
CG13380,1479.826611
CG13384,2207.627045
CG13385,1039
CG13386,785
CG1339,1216
CG13390,1031
CG13392,649.9307468
CG13397,2457.769271
CG13398,2810.125717
CG1340,1644.043762
CG13403,399.8834725
CG13404,1168
CG13405,586
CG13407,1136
CG13408,990
CG13409,1888
CG13423,1427
CG13426,219
CG13427,241
CG13428,271.9695749
CG13430,1352.337714
CG13436,1718
CG13437,583
CG13438,635
CG1344,2356.283178
CG13442,1434
CG13443,1405
CG13445,232
CG13449,921.9928083
CG13454,325
CG13455,1215
CG13457,3078.515711
CG13458,1989
CG13460,478
CG13461,361
CG13465,403
CG13471,730
CG13473,385
CG13474,356
CG13476,495
CG13477,417
CG13481,549.5
CG13482,341
CG13484,453
CG13488,633.3895931
CG13492,8984
CG13494,405
CG13500,1016
CG13501,1391.226474
CG13502,897.3131062
CG13506,2768.623004
CG13510,499.4131751
CG13511,2134.543949
CG13516,886.851358
CG13526,479
CG13527,818
CG13531,5420.000148
CG13532,1719
CG13538,790
CG13539,682
CG1354,1369.694274
CG13540,329
CG13541,1058
CG13544,1063
CG13545,306
CG13551,408.7738977
CG13557,237
CG13558,853
CG13559,671
CG13560,589.5
CG13561,332
CG13562,1085
CG13563,1924
CG13564,301
CG13566,718
CG13575,1683
CG13577,1281.519961
CG13578,656
CG13579,3526
CG1358,2792.397377
CG13581,638
CG13585,548.8056281
CG13587,776
CG13589,326
CG13590,383
CG13594,2656.000001
CG13599,830
CG1360,1558
CG13601,892
CG13603,847
CG13604,2550.021216
CG13605,1975
CG13606,898.0805346
CG13607,1945.745116
CG13609,1317
CG13611,1349
CG13613,461
CG13614,848
CG13615,940
CG13616,551.0291586
CG13617,2201.897284
CG13618,822
CG13622,1002
CG13623,393.9396752
CG13625,1895
CG13627,2071
CG13630,1102
CG13631,1384
CG13634,1638
CG13639,268
CG13640,308
CG13641,343
CG13643,2872.021518
CG13646,1385
CG13650,2481
CG13653,738
CG13654,3472.245288
CG13658,1135
CG13659,1102
CG13663,603
CG13667,1665.372619
CG13670,761
CG13671,2079
CG13674,383.2117486
CG13675,1200
CG13676,3021.917861
CG13678,362
CG13679,290
CG1368,575
CG13685,2779.592942
CG13689,518.3035168
CG13690,1020
CG13692,466
CG13693,1461
CG13694,833.2019835
CG13698,2092.283753
CG13699,3556
CG13700,1739
CG13704,483
CG13705,1337
CG13707,902.9263556
CG13708,3999.118204
CG1371,3671
CG13711,627
CG13712,483
CG13713,259
CG13716,155
CG13720,1446
CG13721,566
CG13722,2404
CG13723,372
CG13724,1454
CG13725,702
CG13727,710
CG13728,2305
CG13731,2781
CG13733,933
CG13737,405.4349302
CG13738,156
CG13739,7918
CG13741,1734
CG13742,2188.871445
CG13743,3066.458684
CG13744,1625
CG13747,780
CG13748,523
CG13749,698
CG13751,178
CG13759,738.4010615
CG13760,1226.075965
CG13766,1687.148678
CG13771,1228.093381
CG13773,882
CG13775,1778.884082
CG13784,2969.607092
CG13786,1986
CG13793,1728
CG13794,1828
CG13795,2035.283515
CG13796,2531.548933
CG13801,1931
CG13806,976
CG13807,437
CG13810,1353
CG13813,1328
CG13827,784.1463551
CG13829,611
CG13833,877
CG13837,473
CG13838,230
CG13840,1497
CG13841,413.417128
CG13842,2305
CG13843,984
CG13847,2881.694032
CG13850,1677
CG13855,2138
CG13856,744
CG13857,1236
CG13862,291
CG13865,1003.720497
CG13868,2993.430597
CG13869,554
CG1387,3227
CG13870,1612
CG13871,1518
CG13872,1811
CG13875,1597.539002
CG13876,1138
CG13877,290.6099966
CG13884,575
CG13887,1041.805121
CG13890,1011
CG13891,562
CG13893,1999
CG13894,1994
CG13895,1725.971793
CG13896,784.0726125
CG13898,426
CG13900,4080.984173
CG13901,712.2931036
CG13902,1127.846304
CG13905,714
CG13907,4025.999814
CG13912,619
CG13917,8135.67835
CG13919,318
CG13920,994.5617718
CG13921,3981.169169
CG13924,1248.694616
CG13926,527
CG13928,2388
CG13930,1946
CG13931,864
CG13933,2965.763217
CG13937,1457.391271
CG1394,643
CG13946,207
CG13947,284
CG13949,478.3543879
CG13950,874
CG13954,6402.396676
CG13955,1294
CG13962,473.2891743
CG13965,336
CG13970,566
CG13972,1148
CG13978,2643
CG13982,2405.910526
CG13983,678
CG13984,458
CG13989,656
CG13991,5430
CG13992,2109.750758
CG13993,391.792804
CG13994,403.7382774
CG13995,3180
CG13996,633
CG13998,132
CG13999,842
CG14000,1164
CG14005,1191.630609
CG14006,2198
CG14007,891
CG14011,1275.237237
CG14013,756
CG14014,928
CG14015,1949
CG14017,980
CG1402,2884.507024
CG14020,1014
CG14022,442.2981754
CG14024,2029.67496
CG14034,920.8037399
CG14036,239
CG14042,2089.192122
CG14043,1787
CG14044,1119
CG14050,938.9390558
CG14052,694
CG14053,1470.651411
CG14054,721
CG14057,328.9862834
CG14062,981
CG14069,289.5
CG1407,1945.832546
CG14070,956.5
CG14071,624
CG14072,359.986166
CG14073,7598.84816
CG14074,950
CG14075,475
CG14077,810
CG14079,809
CG14082,3284.336458
CG14085,2749
CG14086,1337
CG14088,672
CG14089,482
CG1409,423
CG14095,442
CG14096,259
CG14100,1194
CG14102,1856
CG14103,873.9010062
CG14104,190
CG14105,467
CG14106,902
CG14107,726
CG14109,726.6087136
CG14110,886
CG14111,593
CG14113,314
CG14115,461
CG14117,850.6677507
CG14118,1438
CG14120,4007
CG14125,640.2279432
CG14130,868
CG14131,2331.052534
CG14132,695
CG14135,792.7902481
CG14137,113
CG14141,556
CG14142,2287.112311
CG14143,295
CG14147,562
CG14151,484
CG14153,823
CG14154,757.1324235
CG1416,1379.168277
CG14160,1913
CG14164,841.6726331
CG14174,874
CG1418,929
CG14182,648.6189639
CG14183,2513
CG14184,527.7061035
CG14185,1198
CG14186,3323
CG14187,276.2391833
CG14190,2290
CG14191,588
CG14194,1738.046229
CG14195,1988.036899
CG14196,2256
CG14200,7479.978751
CG14204,2205.369504
CG14205,2139
CG14207,1014.844591
CG1421,548
CG14210,363.4505083
CG14212,698
CG14215,6368.15549
CG14218,1355.73896
CG14219,2109
CG14220,1297.185042
CG14221,1746.9535
CG14223,2416.338151
CG14227,757
CG14229,652.7765028
CG14230,1854
CG14231,1611.116921
CG14232,1699.101519
CG14234,3439
CG14237,167
CG14238,1711
CG14244,287
CG14245,258.952198
CG14246,317.0204556
CG14247,785
CG14252,1102
CG14253,1848.480533
CG14257,1553.73371
CG14258,702
CG14259,873
CG14260,707.9887847
CG14262,805
CG14265,358
CG14269,622.6135095
CG1427,1379.323455
CG14270,575
CG14273,862
CG14274,1409
CG14275,649.0433443
CG14277,518.9370874
CG1428,1832
CG14280,2181.052394
CG14282,788
CG14285,790
CG14286,563
CG14291,1671
CG14292,449
CG14294,403
CG14297,833
CG14298,602.3199959
CG14299,7407.042496
CG14300,158
CG14301,1647
CG14302,82.002
CG14304,3126.862198
CG14305,1064
CG14309,3142
CG14312,295
CG14313,453
CG14314,1407
CG14315,572
CG14316,1269
CG14317,1337
CG14321,503
CG14322,5508.911678
CG14323,715
CG14324,265
CG14325,1184
CG14326,325
CG14327,567.9781068
CG14329,904
CG14330,688
CG14331,944
CG14332,314
CG14339,3067
CG1434,1533.108486
CG14340,831
CG14341,447
CG14342,603
CG14346,556
CG14352,831
CG14353,1286
CG14354,842
CG14355,3093
CG14356,541
CG14357,761
CG14362,489
CG14367,1005
CG14369,827
CG14370,530
CG14372,4728.5
CG14374,248
CG14377,305.055386
CG14380,721
CG14383,937
CG14384,705.329012
CG14391,415
CG14395,3739.0001
CG14397,334
CG1440,1958.855668
CG14400,706
CG14401,1017.213267
CG14402,1155
CG14406,371.8550522
CG14407,469
CG14408,2961.799818
CG1441,1666.072145
CG14410,407
CG14411,3215.607834
CG14414,626.5294089
CG14416,716
CG14417,907
CG14418,1146.007402
CG14419,530
CG14420,1371
CG14421,651
CG14422,849
CG14423,988
CG14424,847
CG14427,968
CG14431,7011.458333
CG14434,609.1337492
CG14435,3307.069615
CG14438,10270.77909
CG14439,1906.229873
CG1444,1506
CG14440,2305.00217
CG14441,6596.808522
CG14442,4310.181882
CG14443,2012
CG14445,1372.485267
CG14446,8166.918727
CG14448,610
CG14450,1303.21691
CG14451,663
CG14452,284
CG14453,367
CG14454,451
CG14455,464
CG14456,556
CG14457,1212.969038
CG14459,1742.422053
CG14463,675.8143457
CG14464,489.658783
CG14478,3733.696874
CG14480,707.0419243
CG14483,334.2017251
CG14488,370
CG14490,512
CG14491,302
CG14492,401
CG14495,673.5230833
CG14499,668
CG14500,478
CG14502,1316.162883
CG14505,757
CG14506,2130
CG14507,1034
CG14509,4022.307045
CG14511,1017
CG14512,405
CG14515,440
CG14516,3276.109534
CG14518,426
CG14523,1900
CG14526,2124
CG14527,1955
CG14528,1986
CG14529,1928
CG14535,5419.870752
CG14537,612
CG14540,2085
CG14543,458
CG14544,850.4690211
CG14545,614
CG14546,1296
CG14550,615
CG14551,649.7164563
CG14556,1011
CG14561,994.8693077
CG14562,5177.481373
CG14563,300
CG14564,691
CG14565,823
CG14566,508.0036157
CG14567,526
CG14568,483
CG14569,627
CG14570,581
CG14572,709
CG14573,491
CG14579,957
CG14589,610.8257905
CG14591,1467.284402
CG14598,1031
CG14605,1310.666667
CG14606,1726
CG14607,1273
CG14608,4023
CG14609,1806.389721
CG1461,1993.810452
CG14610,314
CG14613,1403.598625
CG14615,1552.861117
CG14618,1011
CG14621,1910.535403
CG14624,620
CG14625,2380
CG14626,1214
CG14627,1252.620559
CG14628,290
CG14629,908
CG1463,1271.502456
CG14630,1159
CG14631,391
CG14634,317
CG14635,276
CG14636,1268.698246
CG14641,1365
CG14642,1104.614326
CG14644,796
CG14645,210
CG14646,1437.797899
CG14647,979
CG14650,3431
CG14651,3205
CG14655,1938
CG14657,2681.215042
CG14658,404
CG14659,250
CG14661,822.7444212
CG14662,1801
CG14664,312.0519409
CG14667,1061
CG14668,749
CG14669,3815.903259
CG14671,452.1230625
CG14676,759
CG1468,536
CG14683,1308
CG14684,288
CG14687,541
CG14688,966
CG14689,1462
CG14691,1475.643897
CG14692,8472
CG14693,1006.294627
CG14694,1170
CG14695,917
CG14696,1443
CG14701,288
CG14708,526
CG14710,1259
CG14711,1120
CG14712,4051
CG14715,441
CG14717,1265.662373
CG14718,1908
CG14720,455
CG14721,968.7130972
CG14722,1864
CG14731,1863
CG14736,1459.087899
CG14739,703
CG14740,1401
CG14742,413
CG14743,1637
CG14744,2446.000146
CG14749,2088
CG14752,341
CG14756,620
CG14757,540
CG14759,401
CG14760,1619
CG14762,3573.994193
CG14763,524.1218814
CG14764,2441.056632
CG14767,1924.21222
CG14770,491
CG14777,713.3404887
CG14778,554
CG14780,883
CG14785,1514
CG14787,671
CG14795,258
CG14797,2488.96289
CG14798,699
CG14803,3217.425173
CG14805,1505
CG14806,611.8923719
CG14810,518.004578
CG14811,650
CG14812,576.2753549
CG14814,3264.559977
CG14817,363.8794188
CG14818,327.7306167
CG14820,1231
CG14823,1038.287835
CG14826,849
CG14829,1058
CG14830,1579.818999
CG14834,1227
CG14835,460
CG14837,2387
CG14838,3313
CG14839,782
CG14840,807
CG14841,757
CG14850,388
CG14851,307
CG14852,388
CG14853,2044.688574
CG14854,464
CG14855,1774
CG14856,1800
CG14857,1872
CG1486,3437.493503
CG14860,1404
CG14861,1066
CG14864,1528.904113
CG14866,1488
CG14868,1645
CG14877,1279
CG14879,1349.031473
CG14880,2394.011767
CG14881,854.9994174
CG14882,1451.831157
CG14883,1639
CG14891,1445
CG14892,2001
CG14893,1489
CG14894,833.3595956
CG14903,243
CG14905,1461
CG14906,978
CG14907,904
CG14913,1517
CG14915,307
CG1492,2011.304017
CG14921,754
CG14926,654
CG14929,851.5
CG14930,667
CG14931,732.9191618
CG14932,571.9398848
CG14933,652.1431044
CG14937,1397
CG1494,5225.666667
CG14945,2065.876427
CG14946,1151.752002
CG14947,836
CG14949,735
CG14957,224
CG14958,342
CG14960,1245
CG14961,2864
CG14963,733
CG14964,4880
CG14965,1671
CG14966,388
CG14967,7173.411397
CG14968,762.8750926
CG14969,1437
CG14971,2220
CG14974,289.0000144
CG14977,344
CG14982,3491.671461
CG14983,408
CG14984,414.4406037
CG14985,1793.168213
CG14989,1927.919264
CG14990,873
CG14995,2514.529676
CG14997,1418.555007
CG15005,2449
CG15011,2432
CG15012,659
CG15014,956
CG15019,506.1305693
CG15020,2545
CG15021,1337
CG15022,864
CG15023,530.3333333
CG15024,296
CG15025,1214
CG15027,403
CG1503,1069.648262
CG15034,595
CG15035,1278
CG15036,117
CG1504,2522.471631
CG15040,5939
CG15042,1206
CG15043,567.6966012
CG15044,623
CG15046,1618
CG15047,712
CG15056,1225
CG15059,673.5
CG15065,25.324
CG15067,336.4670013
CG15068,15.9266
CG15071,562
CG15073,1851.209477
CG15080,5347
CG15082,1244.983339
CG15083,470
CG15084,921
CG15093,1086.500769
CG15096,1590.470683
CG15097,2807.602357
CG15098,754
CG15099,8312.349251
CG15107,913.2052609
CG15109,1246.00204
CG15111,1421.971843
CG15115,578
CG15116,442
CG15117,2182.1458
CG15118,2323.138261
CG15120,871
CG15124,553
CG15125,779.5
CG15126,82.002
CG15127,425
CG15128,1812
CG1513,3406.436313
CG15130,323.7280174
CG15136,623
CG15140,1067
CG15141,1484
CG15142,574
CG15143,3314
CG15144,3163
CG15145,2588
CG15147,437
CG15152,402.7665579
CG15153,1118
CG15155,709.9464987
CG15160,3385.782859
CG15161,1444
CG15167,251
CG15168,293
CG15169,1191
CG15170,1516.286653
CG15172,375
CG15177,790
CG1518,2483.930151
CG15185,968
CG15186,4044.267403
CG15196,1379.005601
CG15198,451
CG15199,374.9831144
CG15200,347
CG15201,290
CG15202,510.733994
CG15203,441.5406645
CG15208,1292.573481
CG15209,592
CG15210,410
CG15211,1058.670575
CG15212,246
CG15213,167
CG15219,309.9365651
CG15221,2295
CG15225,615
CG15227,1095
CG1523,1951
CG15233,623
CG15236,4559.000023
CG15237,399
CG15239,1798
CG15247,1909
CG15249,989
CG15252,1584
CG15253,743
CG15254,632.0199571
CG15255,845.7086553
CG15256,1250
CG15258,508
CG15260,615
CG15262,1361
CG15263,849
CG15269,1923
CG15270,5105.097957
CG15278,1031
CG15279,2116.096928
CG15282,210.7301059
CG15283,442
CG15286,1615.000001
CG1529,2075.753894
CG15293,1028.762862
CG15296,487.0002813
CG15306,1407.243704
CG15308,311.534519
CG15309,2211.962769
CG15312,2102.311887
CG15317,626
CG1532,947.5606919
CG15322,2730
CG15330,440
CG15332,1804
CG15333,1624
CG15336,558
CG15337,1231
CG15343,749
CG15347,730.4700436
CG15353,151
CG15356,4095
CG15357,323.5
CG15358,794.6031133
CG15362,614
CG15365,2913.732816
CG15368,557
CG15369,283.7727916
CG1537,670
CG15370,1053
CG15373,3287
CG15375,1033
CG15382,839
CG15385,2346.842978
CG15386,492
CG15387,494
CG15390,730
CG15394,441.8561909
CG15395,1035
CG15398,795
CG15399,625
CG15403,656
CG15404,238
CG15406,1447
CG15408,1366
CG15412,1669.425445
CG15414,1203
CG15418,281
CG1542,1008
CG15422,488
CG15423,367
CG15425,596
CG15429,742.1081924
CG15431,5684.550226
CG15432,355.4215205
CG15435,1631.035076
CG15436,1212
CG15439,3136
CG1544,2733
CG15440,1025
CG15443,1114.713637
CG15445,2059.221943
CG15446,1066
CG15449,566
CG1545,518
CG15450,1291
CG15452,542
CG15456,290.5531979
CG15458,287
CG15459,873
CG15461,133
CG15465,17799.91859
CG15468,1001
CG15471,332.5
CG15472,1212
CG15473,2093
CG15475,839
CG15478,1652.230642
CG15480,457
CG15482,843
CG15483,1183
CG15484,714
CG15485,2088
CG15497,1018
CG15498,940
CG1550,1762
CG15506,1272
CG15510,546
CG15514,1157.20915
CG15515,273
CG15517,326
CG1552,708.6239717
CG15522,986.4372761
CG15525,455
CG15526,367
CG15528,833
CG15529,1058.964894
CG15530,1849.9836
CG15531,959
CG15533,2004
CG15534,1965
CG15535,479.2959144
CG15536,465
CG15537,1352.88684
CG15539,1363.206173
CG15543,1052.200864
CG15544,3995.83966
CG15545,1068
CG15546,1623
CG15547,1402
CG15548,2409
CG15549,913
CG15550,315
CG15553,1585
CG15554,602
CG15556,2226.722773
CG15561,968
CG15563,453
CG15564,1623
CG15570,4079
CG15571,323
CG15572,2184
CG15576,722
CG15577,309
CG15578,216
CG15579,237
CG15580,2172
CG15594,1255
CG15597,480
CG15599,3493
CG15601,937.9174784
CG15602,1009.639894
CG15605,415
CG1561,1961
CG15611,1535.682917
CG15614,1325
CG15615,1230
CG15617,1099
CG15618,5155.571969
CG15625,1023
CG15628,3709.005978
CG15629,1233
CG15630,2473
CG15631,1791
CG15635,3333
CG15638,289
CG15641,214
CG15642,1086.705498
CG15643,1401.744297
CG15646,1498
CG15649,263
CG15650,662.7310902
CG15651,2348
CG15653,512
CG15657,390.6249996
CG15661,1656.67435
